"volume","lm","tnc","la","lm_no_tnc","sla_no_tnc","sla"
5,1.20784099378882,0.491436851489237,0.026024347826087,0.716404142299583,0.0363263502951721,0.021546170365068
10,1.63789896480331,0.248425549597823,0.032313394294916,1.38947341520549,0.0232558564570573,0.0197285638426399
15,2.44536574977817,0.408021869796729,0.0553309137829045,2.03734387998144,0.0271583576668503,0.0226268458155692
20,2.16068674507731,0.335935139111881,0.0476786168560856,1.82475160596543,0.0261288258085188,0.0220664179871107
25,3.22754941614907,3.10240758872635,0.063067383747412,0.125141827422721,0.503967258959505,0.0195403309494981
35,6.11061218676376,0.283517778486962,0.124363894882916,5.8270944082768,0.0213423511220737,0.020352117117218
1000,23.5892803714648,0.172748435851029,0.494299811704758,23.4165319356137,0.0211090102097052,0.0209544252270916
